Date,Season,HomeTeam,AwayTeam,Result,home_form_points,home_form_gf,home_form_ga,home_form_gd,away_form_points,away_form_gf,away_form_ga,away_form_gd,form_points_diff,form_gd_diff,home_trend,away_trend,trend_diff,home_home_ppg,home_home_gf,home_home_ga,away_away_ppg,away_away_gf,away_away_ga,home_advantage,home_days_rest,away_days_rest,rest_diff,home_season_points,home_season_gd,home_season_position,away_season_points,away_season_gd,away_season_position,position_diff,points_diff_season,h2h_home_wins,h2h_draws,h2h_away_wins,season_phase,home_goal_variance,away_goal_variance,home_streak,away_streak,streak_diff,home_home_streak,away_away_streak
2024-12-21,2425,Hoffenheim,M'gladbach,A,4,4,6,-2,8,11,7,4,-4,-6,0.67,2.0,-1.33,1.6,2.0,2.0,0.6,0.6,1.4,1.0,6,7,-1,28,-14,14,42,8,11,-3,-14,1,0,4,1,1.675564210401611,1.695822473640564,0,2,-2,0,-2
2024-12-21,2425,Leverkusen,Freiburg,H,15,10,3,7,11,11,7,4,4,3,0.0,0.0,0.0,2.6,2.8,1.2,0.6,0.4,2.0,2.0,7,8,-1,58,24,2,48,2,5,3,10,3,1,1,1,2.051386091695296,1.3504882127636617,8,2,6,4,0
2024-12-21,2425,Stuttgart,St Pauli,A,13,14,8,6,3,5,9,-4,10,10,1.33,-2.0,3.33,2.4,2.4,1.4,0.6,0.8,1.6,1.7999999999999998,6,7,-1,46,10,6,22,-16,15,9,24,0,0,0,1,1.640535117056856,1.2116402116402119,4,-4,8,3,-3
2024-12-21,2425,Holstein Kiel,Augsburg,H,0,3,15,-12,5,5,8,-3,-5,-9,0.0,-2.0,2.0,0.6,0.2,2.0,0.6,1.0,2.2,0.0,7,7,0,10,-46,18,32,-22,13,-5,-22,0,0,0,1,0.5925925925925926,1.1879812818386446,-12,-2,-10,-3,0
2024-12-21,2425,Ein Frankfurt,Mainz,A,5,10,8,2,9,12,10,2,-4,0,-2.0,0.0,-2.0,2.2,2.6,1.2,1.4,2.4,1.6,0.8000000000000003,6,7,-1,54,28,3,44,12,7,4,10,2,3,0,1,1.786688484776685,1.4473329581803103,-2,6,-8,0,0
2024-12-21,2425,Werder Bremen,Union Berlin,H,13,8,2,6,0,5,12,-7,13,13,1.33,0.0,1.33,1.8,2.0,1.6,0.0,0.8,2.2,1.8,7,7,0,44,-4,9,32,-8,12,3,12,1,0,4,1,1.374701048353743,1.2683433317951083,4,-8,12,0,-5
2024-12-22,2425,Wolfsburg,Dortmund,A,9,17,13,4,5,5,5,0,4,4,-2.0,0.0,-2.0,2.6,2.2,1.4,0.4,1.0,2.0,2.2,9,7,2,42,12,11,44,8,10,-1,-2,1,1,3,1,1.726624511313825,2.1656127828456344,6,0,6,4,0
2024-12-22,2425,Wolfsburg,Dortmund,A,9,17,13,4,5,5,5,0,4,4,-2.0,0.0,-2.0,2.6,2.2,1.4,0.4,1.0,2.0,2.2,9,7,2,42,12,11,44,8,10,-1,-2,1,1,3,1,1.726624511313825,2.1656127828456344,6,0,6,4,0
2024-12-22,2425,Bochum,Heidenheim,H,6,4,3,1,0,6,18,-12,6,13,2.0,0.0,2.0,0.4,0.4,1.8,0.0,1.6,3.8,0.4,8,7,1,10,-44,18,20,-26,16,-2,-10,0,2,0,1,1.1666070363744783,1.2575356953992594,-4,-12,8,-2,-5
2024-12-22,2425,Bochum,Heidenheim,H,6,4,3,1,0,6,18,-12,6,13,2.0,0.0,2.0,0.4,0.4,1.8,0.0,1.6,3.8,0.4,8,7,1,10,-44,18,20,-26,16,-2,-10,0,2,0,1,1.1666070363744783,1.2575356953992594,-4,-12,8,-2,-5
2025-01-10,2425,Dortmund,Leverkusen,A,9,9,5,4,15,16,3,13,-6,-9,1.33,0.0,1.33,1.4,1.6,0.8,2.6,1.8,0.6,-1.2000000000000002,19,20,-1,50,12,6,64,32,2,-4,-14,2,2,1,2,2.1577748480187506,2.0918186479162086,2,10,-8,0,4
2025-01-10,2425,Dortmund,Leverkusen,A,9,9,5,4,15,16,3,13,-6,-9,1.33,0.0,1.33,1.4,1.6,0.8,2.6,1.8,0.6,-1.2000000000000002,19,20,-1,50,12,6,64,32,2,-4,-14,2,2,1,2,2.1577748480187506,2.0918186479162086,2,10,-8,0,4
2025-01-11,2425,Heidenheim,Union Berlin,H,0,4,14,-10,0,4,15,-11,0,1,0.0,0.0,0.0,0.0,0.6,3.4,0.0,1.2,3.0,0.0,20,21,-1,20,-30,16,32,-14,12,-4,-12,1,1,0,2,1.2767857142857142,1.2562562814070355,-14,-10,-4,-5,-5
2025-01-11,2425,Hoffenheim,Wolfsburg,A,3,5,7,-2,3,10,15,-5,0,3,-0.67,-2.0,1.33,1.0,1.6,1.8,1.8,3.4,1.8,-0.8,21,20,1,28,-16,15,42,8,11,-4,-14,2,1,2,2,1.6686808759979495,1.7187797553651207,-2,4,-6,-2,1
2025-01-11,2425,Mainz,Bochum,H,12,13,8,5,12,8,1,7,0,-2,2.0,2.0,0.0,3.0,2.2,0.6,1.2,0.8,0.8,1.8,21,20,1,50,16,5,16,-40,18,13,34,4,1,0,2,1.454251812788398,1.1607679851954662,8,-2,10,5,-1
2025-01-11,2425,St Pauli,Ein Frankfurt,A,6,3,6,-3,1,6,12,-6,5,3,2.0,-0.67,2.67,1.2,1.2,1.4,1.8,2.6,1.2,-0.6000000000000001,21,21,0,28,-14,14,54,24,3,-11,-26,0,0,0,2,1.1310344827586207,1.7788105178349078,-2,-4,2,-1,1
2025-01-11,2425,M'gladbach,Bayern Munich,A,13,13,5,8,9,16,8,8,4,0,1.33,0.0,1.33,2.2,2.4,0.8,1.0,1.0,1.2,1.2000000000000002,21,22,-1,48,10,8,72,68,1,-7,-24,2,1,2,2,1.6873141434117047,3.005969384018165,4,2,2,2,-2
2025-01-11,2425,Freiburg,Holstein Kiel,H,7,9,15,-6,6,12,12,0,1,-6,-0.67,2.0,-2.67,2.6,2.4,1.2,0.0,1.0,3.2,2.6,21,21,0,48,-6,9,16,-38,17,8,32,0,0,0,2,1.3431414356787492,1.5816091954022988,0,-10,10,4,-5
2025-01-11,2425,Heidenheim,Union Berlin,H,0,4,14,-10,0,4,15,-11,0,1,0.0,0.0,0.0,0.0,0.6,3.4,0.0,1.2,3.0,0.0,20,21,-1,20,-30,16,32,-14,12,-4,-12,1,1,0,2,1.2767857142857142,1.2562562814070355,-14,-10,-4,-5,-5
2025-01-11,2425,Hoffenheim,Wolfsburg,A,3,5,7,-2,3,10,15,-5,0,3,-0.67,-2.0,1.33,1.0,1.6,1.8,1.8,3.4,1.8,-0.8,21,20,1,28,-16,15,42,8,11,-4,-14,2,1,2,2,1.6686808759979495,1.7187797553651207,-2,4,-6,-2,1
2025-01-11,2425,Mainz,Bochum,H,12,13,8,5,12,8,1,7,0,-2,2.0,2.0,0.0,3.0,2.2,0.6,1.2,0.8,0.8,1.8,21,20,1,50,16,5,16,-40,18,13,34,4,1,0,2,1.454251812788398,1.1607679851954662,8,-2,10,5,-1
2025-01-11,2425,St Pauli,Ein Frankfurt,A,6,3,6,-3,1,6,12,-6,5,3,2.0,-0.67,2.67,1.2,1.2,1.4,1.8,2.6,1.2,-0.6000000000000001,21,21,0,28,-14,14,54,24,3,-11,-26,0,0,0,2,1.1310344827586207,1.7788105178349078,-2,-4,2,-1,1
2025-01-11,2425,Freiburg,Holstein Kiel,H,7,9,15,-6,6,12,12,0,1,-6,-0.67,2.0,-2.67,2.6,2.4,1.2,0.0,1.0,3.2,2.6,21,21,0,48,-6,9,16,-38,17,8,32,0,0,0,2,1.3431414356787492,1.5816091954022988,0,-10,10,4,-5
2025-01-11,2425,M'gladbach,Bayern Munich,A,13,13,5,8,9,16,8,8,4,0,1.33,0.0,1.33,2.2,2.4,0.8,1.0,1.0,1.2,1.2000000000000002,21,22,-1,48,10,8,72,68,1,-7,-24,2,1,2,2,1.6873141434117047,3.005969384018165,4,2,2,2,-2
2025-01-12,2425,RB Leipzig,Werder Bremen,H,9,8,12,-4,15,13,2,11,-6,-15,-2.0,0.0,-2.0,1.4,1.2,2.4,2.4,1.2,0.2,-1.0,23,22,1,54,8,5,50,2,8,3,4,3,2,0,2,2.1699412554179225,1.4057480454868514,-2,6,-8,0,3
2025-01-12,2425,Augsburg,Stuttgart,A,1,4,16,-12,9,9,6,3,-8,-15,-0.67,-2.0,1.33,1.4,0.4,0.8,1.8,2.0,1.2,-0.40000000000000013,22,22,0,32,-30,13,46,8,11,-2,-14,0,1,4,2,1.1818647916208893,1.6437042089282965,-4,2,-6,0,2
2025-01-12,2425,Augsburg,Stuttgart,A,1,4,16,-12,9,9,6,3,-8,-15,-0.67,-2.0,1.33,1.4,0.4,0.8,1.8,2.0,1.2,-0.40000000000000013,22,22,0,32,-30,13,46,8,11,-2,-14,0,1,4,2,1.1818647916208893,1.6437042089282965,-4,2,-6,0,2
2025-01-12,2425,RB Leipzig,Werder Bremen,H,9,8,12,-4,15,13,2,11,-6,-15,-2.0,0.0,-2.0,1.4,1.2,2.4,2.4,1.2,0.2,-1.0,23,22,1,54,8,5,50,2,8,3,4,3,2,0,2,2.1699412554179225,1.4057480454868514,-2,6,-8,0,3
2025-01-14,2425,Ein Frankfurt,Freiburg,H,6,5,8,-3,9,11,16,-5,-3,2,2.0,0.0,2.0,1.0,1.4,2.0,0.4,0.8,3.2,0.6,3,3,0,60,26,3,54,-4,6,3,6,1,3,1,2,1.7709981740718197,1.3513247765701544,-2,2,-4,-2,-2
2025-01-14,2425,Leverkusen,Mainz,H,15,18,6,12,15,12,3,9,0,3,0.0,0.0,0.0,3.0,3.8,1.2,1.8,3.0,2.0,1.2,4,3,1,70,34,2,56,20,5,3,14,3,0,2,2,2.0867460800510096,1.4486493928064228,12,10,2,5,1
2025-01-14,2425,Wolfsburg,M'gladbach,H,6,6,9,-3,9,8,5,3,-3,-6,2.0,-2.0,4.0,1.8,2.2,2.4,1.4,1.2,1.6,0.40000000000000013,3,3,0,48,10,10,48,8,11,1,0,0,2,3,2,1.7110033910094773,1.692744109207895,6,2,4,1,0
2025-01-14,2425,Wolfsburg,M'gladbach,H,6,6,9,-3,9,8,5,3,-3,-6,2.0,-2.0,4.0,1.8,2.2,2.4,1.4,1.2,1.6,0.40000000000000013,3,3,0,48,10,10,48,8,11,1,0,0,2,3,2,1.7110033910094773,1.692744109207895,6,2,4,1,0
2025-01-14,2425,Ein Frankfurt,Freiburg,H,6,5,8,-3,9,11,16,-5,-3,2,2.0,0.0,2.0,1.0,1.4,2.0,0.4,0.8,3.2,0.6,3,3,0,60,26,3,54,-4,6,3,6,1,3,1,2,1.7709981740718197,1.3513247765701544,-2,2,-4,-2,-2
2025-01-14,2425,Holstein Kiel,Dortmund,H,6,15,12,3,7,11,9,2,-1,1,0.0,-0.67,0.67,1.2,2.0,1.8,1.6,1.8,1.4,-0.40000000000000013,3,4,-1,16,-40,17,50,10,8,-9,-34,0,0,0,2,1.5120967741935485,2.1462698895748193,-12,0,-12,-1,2
2025-01-14,2425,Holstein Kiel,Dortmund,H,6,15,12,3,7,11,9,2,-1,1,0.0,-0.67,0.67,1.2,2.0,1.8,1.6,1.8,1.4,-0.40000000000000013,3,4,-1,16,-40,17,50,10,8,-9,-34,0,0,0,2,1.5120967741935485,2.1462698895748193,-12,0,-12,-1,2
2025-01-14,2425,Leverkusen,Mainz,H,15,18,6,12,15,12,3,9,0,3,0.0,0.0,0.0,3.0,3.8,1.2,1.8,3.0,2.0,1.2,4,3,1,70,34,2,56,20,5,3,14,3,0,2,2,2.0867460800510096,1.4486493928064228,12,10,2,5,1
2025-01-15,2425,Werder Bremen,Heidenheim,D,9,14,10,4,6,5,7,-2,3,6,-2.0,2.0,-4.0,2.2,2.8,1.4,0.0,1.2,3.4,2.2,3,4,-1,50,-2,10,26,-26,16,6,24,0,0,2,2,1.3992327006479026,1.2503496503496505,4,-12,16,2,-5
2025-01-15,2425,Bayern Munich,Hoffenheim,H,12,13,4,9,1,3,7,-4,11,13,2.0,-0.67,2.67,3.0,4.2,1.2,0.6,0.4,1.2,2.4,4,4,0,78,70,1,28,-18,15,14,50,2,2,1,2,3.0055574877546887,1.6740210996145262,4,-4,8,5,0
2025-01-15,2425,Stuttgart,RB Leipzig,H,9,5,3,2,9,12,15,-3,0,5,0.0,0.0,0.0,1.8,1.6,1.2,1.2,1.8,2.8,0.6000000000000001,3,3,0,52,10,8,60,12,4,-4,-8,1,1,3,2,1.6341844710786868,2.1832551676220255,4,0,4,1,-1
2025-01-15,2425,Bochum,St Pauli,H,9,6,4,2,6,2,4,-2,3,4,-2.0,0.0,-2.0,1.4,1.0,0.6,1.2,0.8,1.2,0.19999999999999996,4,4,0,16,-44,18,28,-16,14,-4,-12,0,0,0,2,1.1619346874649312,1.096774193548387,-4,-4,0,0,-1
2025-01-15,2425,Union Berlin,Augsburg,A,0,2,14,-12,0,2,14,-12,0,0,0.0,0.0,0.0,0.2,0.4,1.6,0.4,1.2,3.4,-0.2,4,3,1,32,-18,12,32,-32,13,1,0,0,2,3,2,1.2592729422195952,1.183781120482277,-12,-6,-6,-4,-2
2025-01-15,2425,Stuttgart,RB Leipzig,H,9,5,3,2,9,12,15,-3,0,5,0.0,0.0,0.0,1.8,1.6,1.2,1.2,1.8,2.8,0.6000000000000001,3,3,0,52,10,8,60,12,4,-4,-8,1,1,3,2,1.6341844710786868,2.1832551676220255,4,0,4,1,-1
2025-01-15,2425,Bayern Munich,Hoffenheim,H,12,13,4,9,1,3,7,-4,11,13,2.0,-0.67,2.67,3.0,4.2,1.2,0.6,0.4,1.2,2.4,4,4,0,78,70,1,28,-18,15,14,50,2,2,1,2,3.0055574877546887,1.6740210996145262,4,-4,8,5,0
2025-01-15,2425,Werder Bremen,Heidenheim,D,9,14,10,4,6,5,7,-2,3,6,-2.0,2.0,-4.0,2.2,2.8,1.4,0.0,1.2,3.4,2.2,3,4,-1,50,-2,10,26,-26,16,6,24,0,0,2,2,1.3992327006479026,1.2503496503496505,4,-12,16,2,-5
2025-01-15,2425,Union Berlin,Augsburg,A,0,2,14,-12,0,2,14,-12,0,0,0.0,0.0,0.0,0.2,0.4,1.6,0.4,1.2,3.4,-0.2,4,3,1,32,-18,12,32,-32,13,1,0,0,2,3,2,1.2592729422195952,1.183781120482277,-12,-6,-6,-4,-2
2025-01-15,2425,Bochum,St Pauli,H,9,6,4,2,6,2,4,-2,3,4,-2.0,0.0,-2.0,1.4,1.0,0.6,1.2,0.8,1.2,0.19999999999999996,4,4,0,16,-44,18,28,-16,14,-4,-12,0,0,0,2,1.1619346874649312,1.096774193548387,-4,-4,0,0,-1
2025-01-17,2425,Ein Frankfurt,Dortmund,H,12,11,5,6,3,11,15,-4,9,10,2.0,-2.0,4.0,1.4,2.4,2.0,1.4,2.2,2.2,0.0,3,3,0,66,32,3,50,6,10,7,16,0,1,4,2,1.7929276999612909,2.134886955025734,0,-2,2,0,0
2025-01-17,2425,Ein Frankfurt,Dortmund,H,12,11,5,6,3,11,15,-4,9,10,2.0,-2.0,4.0,1.4,2.4,2.0,1.4,2.2,2.2,0.0,3,3,0,66,32,3,50,6,10,7,16,0,1,4,2,1.7929276999612909,2.134886955025734,0,-2,2,0,0
2025-01-18,2425,Heidenheim,St Pauli,A,8,10,8,2,3,1,4,-3,5,5,0.67,-2.0,2.67,1.2,1.2,2.0,1.2,0.6,0.8,0.0,3,3,0,28,-26,15,28,-18,14,-1,0,2,0,0,2,1.2906057945566285,1.0623885918003564,0,-6,6,-1,-1
2025-01-18,2425,Bochum,RB Leipzig,D,9,4,4,0,6,11,13,-2,3,2,0.0,0.0,0.0,2.4,1.2,0.2,0.6,1.2,2.8,1.7999999999999998,3,3,0,22,-42,18,60,10,4,-14,-38,1,1,3,2,1.144880174291939,2.17494910532519,-2,-2,0,3,-3
2025-01-18,2425,Bayern Munich,Wolfsburg,H,15,17,1,16,12,13,5,8,3,8,0.0,2.0,-2.0,3.0,4.8,0.8,1.8,2.2,1.4,1.2,3,4,-1,84,80,1,54,18,7,6,30,5,0,0,2,3.017483620306519,1.7662614156069445,6,8,-2,5,1
2025-01-18,2425,Stuttgart,Freiburg,H,12,6,3,3,6,9,17,-8,6,11,2.0,0.0,2.0,1.8,1.4,1.2,0.2,1.0,3.8,1.6,3,4,-1,58,12,5,54,-10,8,3,4,2,0,3,2,1.625458052073288,1.3440916189484642,6,0,6,1,-4
2025-01-18,2425,Stuttgart,Freiburg,H,12,6,3,3,6,9,17,-8,6,11,2.0,0.0,2.0,1.8,1.4,1.2,0.2,1.0,3.8,1.6,3,4,-1,58,12,5,54,-10,8,3,4,2,0,3,2,1.625458052073288,1.3440916189484642,6,0,6,1,-4
2025-01-18,2425,Leverkusen,M'gladbach,H,15,13,5,8,3,4,13,-9,12,17,0.0,-2.0,2.0,3.0,2.8,0.6,1.2,1.4,3.0,1.8,4,4,0,76,36,2,48,0,11,9,28,3,2,0,2,2.0801708936072605,1.685832461183352,14,0,14,5,-1
2025-01-18,2425,Bayern Munich,Wolfsburg,H,15,17,1,16,12,13,5,8,3,8,0.0,2.0,-2.0,3.0,4.8,0.8,1.8,2.2,1.4,1.2,3,4,-1,84,80,1,54,18,7,6,30,5,0,0,2,3.017483620306519,1.7662614156069445,6,8,-2,5,1
2025-01-18,2425,Heidenheim,St Pauli,A,8,10,8,2,3,1,4,-3,5,5,0.67,-2.0,2.67,1.2,1.2,2.0,1.2,0.6,0.8,0.0,3,3,0,28,-26,15,28,-18,14,-1,0,2,0,0,2,1.2906057945566285,1.0623885918003564,0,-6,6,-1,-1
2025-01-18,2425,Holstein Kiel,Hoffenheim,A,9,17,11,6,0,1,14,-13,9,19,0.0,0.0,0.0,2.4,3.6,1.6,0.4,0.4,2.8,2.0,4,3,1,22,-36,17,28,-28,16,-1,-6,0,0,2,2,1.8324420677361852,1.6791515533827472,-10,-6,-4,3,-2
2025-01-18,2425,Holstein Kiel,Hoffenheim,A,9,17,11,6,0,1,14,-13,9,19,0.0,0.0,0.0,2.4,3.6,1.6,0.4,0.4,2.8,2.0,4,3,1,22,-36,17,28,-28,16,-1,-6,0,0,2,2,1.8324420677361852,1.6791515533827472,-10,-6,-4,3,-2
2025-01-18,2425,Leverkusen,M'gladbach,H,15,13,5,8,3,4,13,-9,12,17,0.0,-2.0,2.0,3.0,2.8,0.6,1.2,1.4,3.0,1.8,4,4,0,76,36,2,48,0,11,9,28,3,2,0,2,2.0801708936072605,1.685832461183352,14,0,14,5,-1
2025-01-18,2425,Bochum,RB Leipzig,D,9,4,4,0,6,11,13,-2,3,2,0.0,0.0,0.0,2.4,1.2,0.2,0.6,1.2,2.8,1.7999999999999998,3,3,0,22,-42,18,60,10,4,-14,-38,1,1,3,2,1.144880174291939,2.17494910532519,-2,-2,0,3,-3
2025-01-19,2425,Werder Bremen,Augsburg,A,5,14,15,-1,6,5,7,-2,-1,1,-1.33,2.0,-3.33,1.8,3.2,2.0,1.4,1.6,2.4,0.40000000000000013,4,4,0,52,-2,9,38,-28,12,3,14,2,2,1,2,1.4051275377407597,1.1805422144485385,0,-4,4,0,0
2025-01-19,2425,Werder Bremen,Augsburg,A,5,14,15,-1,6,5,7,-2,-1,1,-1.33,2.0,-3.33,1.8,3.2,2.0,1.4,1.6,2.4,0.40000000000000013,4,4,0,52,-2,9,38,-28,12,3,14,2,2,1,2,1.4051275377407597,1.1805422144485385,0,-4,4,0,0
2025-01-19,2425,Union Berlin,Mainz,H,0,1,12,-11,9,7,3,4,-9,-15,0.0,-2.0,2.0,0.0,0.2,2.0,1.2,1.8,1.6,-1.2,4,5,-1,32,-22,15,56,18,6,-9,-24,2,3,0,2,1.2619289094948323,1.4507103840805147,-14,8,-22,-5,-1
2025-01-19,2425,Union Berlin,Mainz,H,0,1,12,-11,9,7,3,4,-9,-15,0.0,-2.0,2.0,0.0,0.2,2.0,1.2,1.8,1.6,-1.2,4,5,-1,32,-22,15,56,18,6,-9,-24,2,3,0,2,1.2619289094948323,1.4507103840805147,-14,8,-22,-5,-1
2025-01-24,2425,Wolfsburg,Holstein Kiel,D,9,15,8,7,6,12,13,-1,3,8,-2.0,0.0,-2.0,1.8,3.2,2.2,0.0,1.4,3.4,1.8,6,6,0,54,16,7,22,-40,18,11,32,2,0,0,2,1.7579503546099289,1.7396825396825393,6,-12,18,1,-5
2025-01-24,2425,Wolfsburg,Holstein Kiel,D,9,15,8,7,6,12,13,-1,3,8,-2.0,0.0,-2.0,1.8,3.2,2.2,0.0,1.4,3.4,1.8,6,6,0,54,16,7,22,-40,18,11,32,2,0,0,2,1.7579503546099289,1.7396825396825393,6,-12,18,1,-5
2025-01-25,2425,Dortmund,Werder Bremen,D,0,6,15,-9,2,8,14,-6,-2,-3,0.0,0.0,0.0,0.6,1.4,1.8,1.8,1.8,1.6,-1.2000000000000002,8,6,2,50,2,10,52,-6,9,-1,-2,3,2,0,2,2.148078014184397,1.409245253897206,-4,-2,-2,-2,1
2025-01-25,2425,Augsburg,Heidenheim,H,12,8,1,7,5,8,10,-2,7,9,2.0,-2.0,4.0,0.6,0.2,1.2,0.4,1.6,2.8,0.19999999999999996,6,7,-1,44,-24,12,28,-30,16,4,16,2,0,2,2,1.177304964539007,1.3093167701863355,-2,-2,0,-3,0
2025-01-25,2425,Freiburg,Bayern Munich,A,3,5,18,-13,15,17,4,13,-12,-26,-2.0,0.0,-2.0,3.0,3.0,1.8,1.4,1.0,1.0,1.6,7,7,0,54,-18,8,90,82,1,-7,-36,0,1,4,2,1.3468813774416493,3.001808510638298,-2,8,-10,5,0
2025-01-25,2425,Mainz,Stuttgart,H,3,4,6,-2,15,13,2,11,-12,-13,-2.0,0.0,-2.0,3.0,2.0,0.4,2.6,2.0,0.8,0.3999999999999999,6,7,-1,56,16,6,64,20,4,-2,-8,0,2,3,2,1.4436241134751775,1.656922881678582,6,8,-2,5,4
2025-01-25,2425,RB Leipzig,Leverkusen,D,5,12,12,0,15,11,4,7,-10,-7,-1.33,0.0,-1.33,2.4,2.6,2.2,3.0,2.4,1.0,-0.6000000000000001,7,7,0,62,10,5,82,40,2,-3,-20,2,0,3,2,2.1678582004314904,2.075205673758865,0,16,-16,3,5
2025-01-25,2425,M'gladbach,Bochum,H,0,4,17,-13,8,8,8,0,-8,-13,0.0,0.67,-0.67,1.4,1.8,1.0,1.2,0.8,1.0,0.19999999999999996,7,7,0,48,-4,11,24,-42,18,7,24,5,0,0,2,1.6789716312056733,1.1799428752776895,-2,0,-2,0,-1
2025-01-25,2425,Augsburg,Heidenheim,H,12,8,1,7,5,8,10,-2,7,9,2.0,-2.0,4.0,0.6,0.2,1.2,0.4,1.6,2.8,0.19999999999999996,6,7,-1,44,-24,12,28,-30,16,4,16,2,0,2,2,1.177304964539007,1.3093167701863355,-2,-2,0,-3,0
2025-01-25,2425,Freiburg,Bayern Munich,A,3,5,18,-13,15,17,4,13,-12,-26,-2.0,0.0,-2.0,3.0,3.0,1.8,1.4,1.0,1.0,1.6,7,7,0,54,-18,8,90,82,1,-7,-36,0,1,4,2,1.3468813774416493,3.001808510638298,-2,8,-10,5,0
2025-01-25,2425,Dortmund,Werder Bremen,D,0,6,15,-9,2,8,14,-6,-2,-3,0.0,0.0,0.0,0.6,1.4,1.8,1.8,1.8,1.6,-1.2000000000000002,8,6,2,50,2,10,52,-6,9,-1,-2,3,2,0,2,2.148078014184397,1.409245253897206,-4,-2,-2,-2,1
2025-01-25,2425,RB Leipzig,Leverkusen,D,5,12,12,0,15,11,4,7,-10,-7,-1.33,0.0,-1.33,2.4,2.6,2.2,3.0,2.4,1.0,-0.6000000000000001,7,7,0,62,10,5,82,40,2,-3,-20,2,0,3,2,2.1678582004314904,2.075205673758865,0,16,-16,3,5
2025-01-25,2425,M'gladbach,Bochum,H,0,4,17,-13,8,8,8,0,-8,-13,0.0,0.67,-0.67,1.4,1.8,1.0,1.2,0.8,1.0,0.19999999999999996,7,7,0,48,-4,11,24,-42,18,7,24,5,0,0,2,1.6789716312056733,1.1799428752776895,-2,0,-2,0,-1
2025-01-25,2425,Mainz,Stuttgart,H,3,4,6,-2,15,13,2,11,-12,-13,-2.0,0.0,-2.0,3.0,2.0,0.4,2.6,2.0,0.8,0.3999999999999999,6,7,-1,56,16,6,64,20,4,-2,-8,0,2,3,2,1.4436241134751775,1.656922881678582,6,8,-2,5,4
2025-01-26,2425,St Pauli,Union Berlin,H,6,4,3,1,6,4,8,-4,0,5,2.0,2.0,0.0,0.6,0.6,1.4,0.0,0.8,3.0,0.6,8,7,1,34,-14,14,38,-20,13,-1,-4,0,0,2,2,1.092063492063492,1.2553398058252425,-4,-12,8,-3,-5
2025-01-26,2425,Hoffenheim,Ein Frankfurt,D,6,6,13,-7,15,13,2,11,-9,-18,2.0,0.0,2.0,0.2,0.6,1.4,1.8,1.6,0.8,-1.6,8,9,-1,34,-24,15,72,36,3,-12,-38,1,0,4,2,1.6803333333333332,1.784276595744681,-4,2,-6,-4,1
2025-01-26,2425,Hoffenheim,Ein Frankfurt,D,6,6,13,-7,15,13,2,11,-9,-18,2.0,0.0,2.0,0.2,0.6,1.4,1.8,1.6,0.8,-1.6,8,9,-1,34,-24,15,72,36,3,-12,-38,1,0,4,2,1.6803333333333332,1.784276595744681,-4,2,-6,-4,1
2025-01-26,2425,St Pauli,Union Berlin,H,6,4,3,1,6,4,8,-4,0,5,2.0,2.0,0.0,0.6,0.6,1.4,0.0,0.8,3.0,0.6,8,7,1,34,-14,14,38,-20,13,-1,-4,0,0,2,2,1.092063492063492,1.2553398058252425,-4,-12,8,-3,-5
2025-01-31,2425,Werder Bremen,Mainz,H,3,7,11,-4,6,6,5,1,-3,-5,0.0,2.0,-2.0,1.0,2.0,2.2,0.6,1.0,1.4,0.4,6,6,0,54,-6,9,62,20,6,-3,-8,4,1,0,2,1.4027984948132077,1.4382061106199038,0,8,-8,-2,-3
2025-01-31,2425,Werder Bremen,Mainz,H,3,7,11,-4,6,6,5,1,-3,-5,0.0,2.0,-2.0,1.0,2.0,2.2,0.6,1.0,1.4,0.4,6,6,0,54,-6,9,62,20,6,-3,-8,4,1,0,2,1.4027984948132077,1.4382061106199038,0,8,-8,-2,-3
2025-02-01,2425,Bayern Munich,Holstein Kiel,H,15,15,6,9,5,10,12,-2,10,11,0.0,-1.33,1.33,3.0,4.2,1.0,0.4,1.8,2.8,2.6,7,8,-1,96,84,1,24,-40,17,16,72,2,0,0,2,2.988625040349178,1.661450924608819,10,0,10,5,0
2025-02-01,2425,St Pauli,Augsburg,D,12,10,1,9,15,10,2,8,-3,1,2.0,0.0,2.0,1.2,1.2,0.8,2.4,1.8,1.0,-1.2,6,7,-1,40,-8,13,50,-22,12,-1,-10,0,0,2,2,1.2859174964438118,1.1740698637250362,-2,0,-2,-1,3
2025-02-01,2425,Heidenheim,Dortmund,A,1,5,11,-6,2,6,12,-6,-1,0,-0.67,0.67,-1.34,1.2,1.0,1.4,0.6,1.4,2.6,0.6,7,7,0,28,-32,16,52,2,11,-5,-24,0,2,2,2,1.2762128325508608,2.1367872229941196,-4,0,-4,-1,-3
2025-02-01,2425,Union Berlin,RB Leipzig,D,6,4,10,-6,4,11,12,-1,2,-5,0.0,0.67,-0.67,1.2,0.8,1.6,0.4,1.8,3.0,0.7999999999999999,6,7,-1,38,-26,14,64,10,5,-9,-26,1,2,2,2,1.2578734671125977,2.1538365173817726,-14,0,-14,-1,0
2025-02-01,2425,Bochum,Freiburg,A,5,7,12,-5,0,3,16,-13,5,8,-2.0,0.0,-2.0,2.2,2.0,1.2,0.0,0.6,4.2,2.2,7,7,0,24,-48,18,54,-20,10,-8,-30,0,0,5,2,1.1810894141829393,1.3397179469794562,-2,-4,2,0,-5
